"ID","choice_pre","choice_post","approval","democratic","knowledge","L1","L2","L3","M1","M2","M3","monthly_income","left_right","important_democracy","age_group","behavior","scenario","copartisan_support_pre","copartisan_support_post","outpartisan_support_pre","outpartisan_support_post","copartisan_shift","outpartisan_shift","switch_outpartisan","switch_abstain","inparty_strength","outparty_strength"
186,"Civic Coalition (KO)","Civic Coalition (KO)",3,5,"knowledgeable",7,7,4,4,5,4,1,2,7,5,"democratic","win",7,7,1,1,0,0,0,0,5,1
187,"Law and Justice (PiS)","Law and Justice (PiS)",6,6,"knowledgeable",6,7,7,7,6,4,5,6,6,5,"democratic","lose",7,7,1,1,0,0,0,0,6,1
188,"Civic Coalition (KO)","Civic Coalition (KO)",4,4,"knowledgeable",6,5,6,3,6,4,4,4,6,5,"democratic","lose",7,7,1,1,0,0,0,0,6,1
189,"Law and Justice (PiS)","Law and Justice (PiS)",5,5,"knowledgeable",7,5,7,6,6,2,6,6,6,4,"democratic","win",7,7,1,1,0,0,0,0,6,1
190,"Law and Justice (PiS)","Law and Justice (PiS)",3,4,"knowledgeable",4,5,6,6,4,6,6,5,6,4,"undemocratic","lose",7,6,3,5,-1,2,0,0,5,4
192,"Civic Coalition (KO)","Civic Coalition (KO)",4,5,"knowledgeable",7,4,3,5,6,6,3,6,6,2,"democratic","win",7,7,1,1,0,0,0,0,4,1
193,"Civic Coalition (KO)","Civic Coalition (KO)",6,6,"knowledgeable",7,6,6,5,6,6,5,5,7,5,"democratic","lose",7,7,1,1,0,0,0,0,6,1
195,"Civic Coalition (KO)","Civic Coalition (KO)",2,2,"knowledgeable",5,6,7,6,7,2,6,4,6,3,"undemocratic","win",7,6,1,1,-1,0,0,0,6,1
196,"Civic Coalition (KO)","Civic Coalition (KO)",5,5,"knowledgeable",6,4,7,4,3,4,4,4,6,5,"democratic","lose",6,6,5,5,0,0,0,0,4,1
197,"Civic Coalition (KO)","Civic Coalition (KO)",4,5,"knowledgeable",6,7,6,6,6,5,2,4,6,1,"undemocratic","lose",5,5,1,1,0,0,0,0,4,1
198,"Civic Coalition (KO)","Civic Coalition (KO)",4,4,"knowledgeable",6,7,7,4,1,2,3,4,7,4,"undemocratic","win",7,6,1,1,-1,0,0,0,5,1
199,"Civic Coalition (KO)","Civic Coalition (KO)",5,5,"knowledgeable",5,4,7,3,4,5,3,4,6,5,"democratic","lose",6,6,5,5,0,0,0,0,5,4
200,"Law and Justice (PiS)","Civic Coalition (KO)",1,2,"knowledgeable",4,4,4,4,3,4,2,4,4,1,"democratic","lose",4,3,5,7,-1,2,1,0,4,4
201,"Civic Coalition (KO)","Civic Coalition (KO)",4,4,"knowledgeable",7,7,7,3,5,1,5,2,7,4,"democratic","win",4,4,1,1,0,0,0,0,3,1
202,"Civic Coalition (KO)","Civic Coalition (KO)",3,2,"knowledgeable",6,4,3,6,4,2,3,4,7,5,"undemocratic","lose",7,6,1,2,-1,1,0,0,6,1
203,"Civic Coalition (KO)","Civic Coalition (KO)",4,5,"knowledgeable",7,7,7,5,5,4,3,4,6,5,"democratic","win",7,7,3,3,0,0,0,0,4,4
205,"Civic Coalition (KO)","Abstain",3,3,"knowledgeable",7,7,6,4,4,4,3,4,7,5,"undemocratic","lose",6,2,1,1,-4,0,0,1,3,1
206,"Civic Coalition (KO)","Civic Coalition (KO)",3,3,"knowledgeable",6,6,7,4,6,5,4,3,7,5,"undemocratic","win",6,6,1,1,0,0,0,0,6,1
207,"Civic Coalition (KO)","Civic Coalition (KO)",5,5,"knowledgeable",2,1,1,5,3,5,6,2,6,5,"democratic","lose",7,7,1,1,0,0,0,0,6,1
208,"Law and Justice (PiS)","Law and Justice (PiS)",7,6,"unknowledgeable",6,6,6,6,6,6,3,4,7,4,"democratic","win",7,7,1,2,0,1,0,0,6,4
209,"Law and Justice (PiS)","Law and Justice (PiS)",7,7,"knowledgeable",2,1,7,7,4,7,6,7,1,5,"undemocratic","lose",7,7,1,1,0,0,0,0,6,1
210,"Civic Coalition (KO)","Abstain",1,1,"knowledgeable",7,7,7,6,6,6,2,5,7,5,"undemocratic","win",5,5,2,2,0,0,0,1,3,2
211,"Civic Coalition (KO)","Civic Coalition (KO)",5,4,"knowledgeable",7,7,7,3,1,6,1,3,7,5,"democratic","win",7,7,1,1,0,0,0,0,5,1
212,"Civic Coalition (KO)","Law and Justice (PiS)",3,3,"unknowledgeable",3,2,1,4,4,4,NA,4,6,2,"undemocratic","lose",3,1,1,3,-2,2,1,0,4,1
213,"Civic Coalition (KO)","Civic Coalition (KO)",4,4,"knowledgeable",5,4,1,5,5,4,2,4,6,4,"undemocratic","win",6,7,5,4,1,-1,0,0,5,4
214,"Civic Coalition (KO)","Law and Justice (PiS)",4,4,"unknowledgeable",4,2,5,3,4,3,3,1,3,2,"undemocratic","lose",5,6,6,3,1,-3,1,0,3,4
216,"Law and Justice (PiS)","Law and Justice (PiS)",3,4,"knowledgeable",5,3,4,4,5,4,4,7,3,3,"democratic","lose",3,3,6,5,0,-1,0,0,6,5
217,"Law and Justice (PiS)","Law and Justice (PiS)",6,6,"knowledgeable",6,5,6,5,5,6,4,6,4,4,"undemocratic","win",7,7,1,1,0,0,0,0,7,1
218,"Civic Coalition (KO)","Civic Coalition (KO)",6,5,"knowledgeable",6,6,6,4,4,3,6,4,6,5,"democratic","lose",7,7,1,1,0,0,0,0,5,1
219,"Civic Coalition (KO)","Civic Coalition (KO)",3,3,"knowledgeable",5,6,6,2,3,3,6,3,6,4,"democratic","win",7,7,1,1,0,0,0,0,7,1
220,"Law and Justice (PiS)","Law and Justice (PiS)",5,3,"unknowledgeable",3,3,4,3,2,4,5,4,5,3,"undemocratic","win",7,6,2,3,-1,1,0,0,4,4
221,"Civic Coalition (KO)","Civic Coalition (KO)",4,4,"knowledgeable",7,5,7,4,7,3,3,2,7,1,"undemocratic","lose",3,3,1,1,0,0,0,0,4,1
222,"Law and Justice (PiS)","Law and Justice (PiS)",4,4,"unknowledgeable",7,6,7,5,6,7,4,4,4,2,"democratic","lose",5,6,6,4,1,-2,0,0,4,4
223,"Civic Coalition (KO)","Civic Coalition (KO)",5,5,"unknowledgeable",5,5,6,6,5,6,3,4,6,3,"undemocratic","lose",6,7,4,4,1,0,0,0,4,4
224,"Law and Justice (PiS)","Law and Justice (PiS)",3,4,"unknowledgeable",4,5,5,4,5,4,3,4,2,2,"undemocratic","lose",6,7,1,1,1,0,0,0,7,1
226,"Civic Coalition (KO)","Civic Coalition (KO)",4,4,"knowledgeable",4,3,1,5,4,4,6,2,7,4,"undemocratic","lose",7,7,1,1,0,0,0,0,6,1
227,"Civic Coalition (KO)","Civic Coalition (KO)",4,4,"unknowledgeable",5,5,5,5,6,2,4,3,6,4,"democratic","lose",6,6,3,4,0,1,0,0,6,3
228,"Law and Justice (PiS)","Civic Coalition (KO)",2,1,"unknowledgeable",7,6,2,7,5,3,5,4,6,4,"undemocratic","win",4,5,4,4,1,0,1,0,5,4
229,"Law and Justice (PiS)","Law and Justice (PiS)",4,4,"knowledgeable",5,5,4,5,5,7,NA,4,5,5,"democratic","win",6,4,5,5,-2,0,0,0,4,1
230,"Civic Coalition (KO)","Civic Coalition (KO)",7,7,"knowledgeable",6,7,7,4,7,3,4,4,7,5,"democratic","lose",7,7,1,1,0,0,0,0,5,1
231,"Civic Coalition (KO)","Civic Coalition (KO)",3,3,"knowledgeable",7,7,7,2,1,1,2,3,7,4,"democratic","win",7,6,1,1,-1,0,0,0,2,1
232,"Law and Justice (PiS)","Law and Justice (PiS)",4,2,"knowledgeable",5,5,5,5,5,3,2,4,6,5,"undemocratic","win",7,6,1,5,-1,4,0,0,4,4
233,"Law and Justice (PiS)","Law and Justice (PiS)",4,4,"unknowledgeable",4,4,4,4,4,4,4,4,6,2,"undemocratic","win",4,4,4,4,0,0,0,0,4,4
234,"Civic Coalition (KO)","Civic Coalition (KO)",7,7,"knowledgeable",6,1,7,7,7,7,3,4,7,5,"democratic","win",7,7,1,1,0,0,0,0,7,1
235,"Civic Coalition (KO)","Civic Coalition (KO)",6,6,"knowledgeable",3,3,3,4,5,3,6,3,7,3,"undemocratic","lose",7,7,1,1,0,0,0,0,4,1
236,"Law and Justice (PiS)","Law and Justice (PiS)",4,3,"knowledgeable",5,5,6,6,5,6,4,4,5,3,"democratic","lose",7,7,1,1,0,0,0,0,4,1
237,"Civic Coalition (KO)","Civic Coalition (KO)",3,5,"knowledgeable",5,5,5,3,3,3,6,4,6,3,"democratic","win",6,7,1,2,1,1,0,0,5,1
238,"Law and Justice (PiS)","Abstain",5,5,"knowledgeable",5,5,7,6,6,6,4,4,6,4,"democratic","win",7,3,1,3,-4,2,0,1,4,1
239,"Civic Coalition (KO)","Civic Coalition (KO)",3,3,"knowledgeable",7,6,7,3,5,5,4,4,6,3,"undemocratic","win",6,6,1,1,0,0,0,0,5,2
240,"Civic Coalition (KO)","Civic Coalition (KO)",5,5,"knowledgeable",6,7,1,5,4,1,3,4,7,5,"undemocratic","lose",7,7,1,1,0,0,0,0,4,1
241,"Civic Coalition (KO)","Law and Justice (PiS)",1,1,"knowledgeable",5,4,4,3,4,4,6,1,1,2,"undemocratic","win",6,7,1,3,1,2,1,0,2,7
242,"Civic Coalition (KO)","Civic Coalition (KO)",4,4,"unknowledgeable",4,4,4,4,4,4,4,4,4,1,"undemocratic","lose",2,2,1,1,0,0,0,0,4,3
243,"Law and Justice (PiS)","Law and Justice (PiS)",6,1,"unknowledgeable",5,6,7,6,6,2,2,6,4,2,"democratic","lose",7,7,1,1,0,0,0,0,4,2
244,"Civic Coalition (KO)","Civic Coalition (KO)",2,3,"knowledgeable",5,3,7,6,3,3,2,3,6,3,"undemocratic","win",7,7,1,3,0,2,0,0,5,3
245,"Civic Coalition (KO)","Civic Coalition (KO)",1,2,"knowledgeable",6,7,7,5,5,5,4,3,7,5,"undemocratic","win",7,7,1,1,0,0,0,0,7,1
246,"Civic Coalition (KO)","Civic Coalition (KO)",5,5,"unknowledgeable",6,4,3,5,5,5,NA,2,5,4,"undemocratic","lose",7,6,1,1,-1,0,0,0,5,1
249,"Civic Coalition (KO)","Civic Coalition (KO)",5,6,"knowledgeable",7,7,7,2,2,2,NA,4,7,5,"democratic","win",7,7,1,1,0,0,0,0,5,1
250,"Civic Coalition (KO)","Civic Coalition (KO)",4,4,"knowledgeable",7,7,7,3,3,5,2,3,7,5,"democratic","win",7,7,1,1,0,0,0,0,4,1
251,"Civic Coalition (KO)","Civic Coalition (KO)",7,7,"unknowledgeable",5,5,5,5,5,5,2,2,7,5,"undemocratic","lose",7,7,1,1,0,0,0,0,7,1
252,"Civic Coalition (KO)","Civic Coalition (KO)",3,4,"unknowledgeable",5,5,6,5,3,5,5,3,2,1,"democratic","win",6,6,2,2,0,0,0,0,5,1
253,"Law and Justice (PiS)","Law and Justice (PiS)",6,4,"knowledgeable",5,2,7,7,2,6,4,6,6,1,"democratic","lose",6,1,1,1,-5,0,0,0,7,2
254,"Law and Justice (PiS)","Law and Justice (PiS)",4,3,"knowledgeable",3,4,4,4,4,4,NA,4,6,4,"undemocratic","win",7,7,1,1,0,0,0,0,4,2
255,"Law and Justice (PiS)","Law and Justice (PiS)",4,2,"knowledgeable",7,7,7,4,6,6,4,5,7,5,"undemocratic","lose",6,5,5,5,-1,0,0,0,5,3
256,"Civic Coalition (KO)","Civic Coalition (KO)",3,4,"knowledgeable",7,7,7,5,5,6,6,4,7,5,"democratic","win",7,7,1,1,0,0,0,0,6,1
257,"Civic Coalition (KO)","Civic Coalition (KO)",1,2,"knowledgeable",6,7,7,5,1,5,3,4,7,4,"undemocratic","lose",7,7,1,1,0,0,0,0,5,2
258,"Civic Coalition (KO)","Civic Coalition (KO)",2,2,"knowledgeable",4,7,7,7,5,5,NA,4,7,4,"undemocratic","win",7,6,1,1,-1,0,0,0,3,1
259,"Law and Justice (PiS)","Law and Justice (PiS)",4,3,"knowledgeable",7,4,7,4,5,5,4,4,4,3,"democratic","win",7,7,1,7,0,6,0,0,4,2
260,"Civic Coalition (KO)","Civic Coalition (KO)",2,2,"knowledgeable",7,7,7,4,5,5,3,4,7,5,"undemocratic","win",7,6,1,3,-1,2,0,0,6,1
261,"Law and Justice (PiS)","Law and Justice (PiS)",5,5,"knowledgeable",5,6,5,5,5,4,1,6,6,5,"undemocratic","lose",7,7,3,2,0,-1,0,0,7,1
262,"Law and Justice (PiS)","Law and Justice (PiS)",4,3,"knowledgeable",7,7,7,3,5,3,3,6,7,4,"democratic","win",7,7,4,4,0,0,0,0,5,4
263,"Civic Coalition (KO)","Civic Coalition (KO)",5,5,"unknowledgeable",6,6,7,3,5,4,5,3,7,3,"democratic","lose",3,4,5,4,1,-1,0,0,4,2
264,"Civic Coalition (KO)","Civic Coalition (KO)",5,5,"unknowledgeable",7,7,7,1,1,1,4,4,6,3,"undemocratic","win",7,7,6,6,0,0,0,0,3,6
265,"Civic Coalition (KO)","Civic Coalition (KO)",5,6,"knowledgeable",6,4,7,4,6,3,3,4,6,5,"democratic","lose",6,6,1,1,0,0,0,0,4,1
266,"Law and Justice (PiS)","Law and Justice (PiS)",5,6,"knowledgeable",7,7,7,1,5,1,5,4,7,2,"democratic","win",7,7,6,6,0,0,0,0,5,1
267,"Civic Coalition (KO)","Civic Coalition (KO)",4,3,"knowledgeable",7,5,7,4,4,4,3,4,6,3,"undemocratic","lose",5,6,1,1,1,0,0,0,4,2
269,"Civic Coalition (KO)","Civic Coalition (KO)",6,6,"unknowledgeable",2,4,7,4,4,4,2,3,6,5,"democratic","lose",4,6,3,2,2,-1,0,0,5,4
270,"Civic Coalition (KO)","Civic Coalition (KO)",5,6,"knowledgeable",5,4,4,5,4,5,5,3,6,5,"democratic","lose",6,6,2,3,0,1,0,0,4,1
271,"Law and Justice (PiS)","Law and Justice (PiS)",4,4,"knowledgeable",5,5,6,5,4,4,5,5,6,4,"democratic","win",4,4,2,2,0,0,0,0,5,3
272,"Civic Coalition (KO)","Civic Coalition (KO)",4,2,"unknowledgeable",6,7,7,5,6,6,2,4,7,4,"undemocratic","win",7,7,4,1,0,-3,0,0,4,3
274,"Law and Justice (PiS)","Law and Justice (PiS)",6,3,"knowledgeable",7,5,7,5,6,5,2,4,4,3,"democratic","win",7,7,1,1,0,0,0,0,7,1
275,"Civic Coalition (KO)","Civic Coalition (KO)",5,6,"knowledgeable",7,6,7,4,4,2,5,3,6,4,"democratic","lose",6,6,1,2,0,1,0,0,4,2
276,"Law and Justice (PiS)","Law and Justice (PiS)",4,4,"knowledgeable",4,4,5,5,6,5,NA,4,4,4,"undemocratic","win",4,1,2,4,-3,2,0,0,4,3
277,"Civic Coalition (KO)","Civic Coalition (KO)",4,6,"unknowledgeable",5,3,4,5,3,2,3,2,6,4,"undemocratic","lose",7,7,5,2,0,-3,0,0,4,1
278,"Law and Justice (PiS)","Law and Justice (PiS)",5,3,"unknowledgeable",7,5,6,6,7,6,3,5,6,2,"democratic","lose",7,5,6,7,-2,1,0,0,6,5
280,"Law and Justice (PiS)","Law and Justice (PiS)",4,4,"unknowledgeable",4,4,4,4,4,4,4,4,4,3,"undemocratic","lose",7,7,1,1,0,0,0,0,5,4
281,"Civic Coalition (KO)","Civic Coalition (KO)",4,4,"knowledgeable",7,7,7,3,4,4,1,4,7,2,"democratic","lose",4,7,1,1,3,0,0,0,6,1
282,"Civic Coalition (KO)","Civic Coalition (KO)",4,3,"knowledgeable",6,6,7,6,3,4,3,3,6,5,"democratic","win",7,7,1,1,0,0,0,0,5,1
283,"Law and Justice (PiS)","Law and Justice (PiS)",3,2,"knowledgeable",7,7,7,5,4,5,5,4,6,5,"democratic","win",6,6,2,2,0,0,0,0,4,2
284,"Civic Coalition (KO)","Civic Coalition (KO)",4,4,"unknowledgeable",5,1,5,5,4,4,4,4,7,2,"undemocratic","lose",6,6,5,5,0,0,0,0,4,4
285,"Civic Coalition (KO)","Civic Coalition (KO)",4,4,"unknowledgeable",2,1,6,6,4,2,4,6,6,4,"democratic","win",7,5,1,1,-2,0,0,0,4,1
286,"Civic Coalition (KO)","Civic Coalition (KO)",3,3,"knowledgeable",7,7,6,3,6,3,4,4,6,5,"undemocratic","win",5,5,1,1,0,0,0,0,6,1
287,"Law and Justice (PiS)","Law and Justice (PiS)",4,4,"unknowledgeable",5,4,5,4,4,4,2,6,5,5,"undemocratic","win",7,7,1,1,0,0,0,0,5,1
288,"Law and Justice (PiS)","Law and Justice (PiS)",6,5,"unknowledgeable",6,5,6,5,6,5,3,6,6,5,"undemocratic","lose",7,7,1,1,0,0,0,0,7,1
289,"Law and Justice (PiS)","Law and Justice (PiS)",5,5,"knowledgeable",6,4,7,3,4,3,4,6,6,5,"democratic","win",7,7,5,5,0,0,0,0,6,1
290,"Civic Coalition (KO)","Civic Coalition (KO)",6,6,"knowledgeable",7,7,7,3,6,3,2,3,7,5,"democratic","lose",7,7,1,1,0,0,0,0,6,1
291,"Law and Justice (PiS)","Law and Justice (PiS)",3,2,"knowledgeable",5,5,6,4,4,2,NA,4,6,3,"democratic","lose",7,1,1,7,-6,6,0,0,6,2
292,"Law and Justice (PiS)","Law and Justice (PiS)",5,5,"knowledgeable",6,1,5,5,5,5,2,6,6,5,"democratic","lose",7,7,1,1,0,0,0,0,6,4
295,"Civic Coalition (KO)","Civic Coalition (KO)",7,7,"knowledgeable",7,7,7,3,5,4,2,4,7,5,"democratic","lose",7,7,1,1,0,0,0,0,7,1
297,"Civic Coalition (KO)","Civic Coalition (KO)",3,1,"unknowledgeable",7,5,7,4,2,2,1,3,5,1,"undemocratic","win",4,3,1,1,-1,0,0,0,4,1
298,"Law and Justice (PiS)","Law and Justice (PiS)",3,2,"unknowledgeable",5,5,5,5,5,5,2,6,2,4,"democratic","lose",7,7,1,1,0,0,0,0,5,4
299,"Law and Justice (PiS)","Law and Justice (PiS)",6,6,"knowledgeable",6,7,7,6,6,6,6,5,7,2,"democratic","win",6,7,4,4,1,0,0,0,7,1
300,"Civic Coalition (KO)","Civic Coalition (KO)",3,4,"knowledgeable",6,6,6,6,6,6,3,5,6,5,"undemocratic","win",7,7,1,1,0,0,0,0,6,1
301,"Law and Justice (PiS)","Law and Justice (PiS)",4,3,"unknowledgeable",7,7,7,4,7,4,4,7,7,4,"undemocratic","lose",7,7,1,1,0,0,0,0,7,1
302,"Law and Justice (PiS)","Abstain",4,3,"knowledgeable",3,2,2,2,3,2,2,7,1,3,"undemocratic","lose",2,4,5,6,2,1,0,1,4,7
303,"Civic Coalition (KO)","Civic Coalition (KO)",2,4,"knowledgeable",6,6,6,3,5,3,6,4,6,4,"undemocratic","lose",5,5,1,1,0,0,0,0,4,1
304,"Law and Justice (PiS)","Law and Justice (PiS)",6,5,"knowledgeable",6,6,6,6,6,6,1,7,7,5,"democratic","lose",7,7,3,2,0,-1,0,0,6,2
305,"Law and Justice (PiS)","Law and Justice (PiS)",4,5,"knowledgeable",6,6,5,6,6,6,6,6,6,4,"democratic","win",7,7,1,1,0,0,0,0,5,1
306,"Law and Justice (PiS)","Law and Justice (PiS)",5,4,"knowledgeable",3,2,6,2,1,6,5,6,2,4,"undemocratic","win",4,4,1,1,0,0,0,0,4,1
308,"Civic Coalition (KO)","Civic Coalition (KO)",7,7,"knowledgeable",6,1,7,7,6,6,1,1,7,5,"democratic","lose",7,7,1,1,0,0,0,0,7,1
309,"Civic Coalition (KO)","Civic Coalition (KO)",4,4,"knowledgeable",4,4,7,5,5,3,2,2,6,5,"undemocratic","lose",4,5,1,1,1,0,0,0,3,1
310,"Law and Justice (PiS)","Law and Justice (PiS)",1,4,"unknowledgeable",4,4,4,4,4,5,2,4,6,2,"undemocratic","win",4,4,4,4,0,0,0,0,2,2
311,"Civic Coalition (KO)","Civic Coalition (KO)",3,3,"knowledgeable",7,7,7,3,4,2,6,4,6,1,"democratic","win",7,7,1,1,0,0,0,0,6,1
313,"Law and Justice (PiS)","Law and Justice (PiS)",4,2,"knowledgeable",4,4,5,5,4,4,4,5,6,3,"democratic","win",7,7,4,4,0,0,0,0,6,2
314,"Civic Coalition (KO)","Law and Justice (PiS)",5,3,"unknowledgeable",4,5,4,2,4,1,NA,4,4,1,"democratic","lose",5,4,3,6,-1,3,1,0,2,1
315,"Civic Coalition (KO)","Abstain",4,5,"unknowledgeable",4,4,4,4,4,4,NA,4,4,1,"undemocratic","lose",3,4,5,4,1,-1,0,1,4,3
316,"Law and Justice (PiS)","Law and Justice (PiS)",5,5,"unknowledgeable",5,3,4,4,6,5,4,6,6,3,"undemocratic","lose",7,7,1,2,0,1,0,0,7,2
317,"Law and Justice (PiS)","Abstain",4,3,"unknowledgeable",7,7,7,4,4,1,2,6,7,3,"democratic","win",7,4,1,5,-3,4,0,1,6,1
319,"Civic Coalition (KO)","Civic Coalition (KO)",6,6,"knowledgeable",7,6,7,2,1,2,4,4,5,1,"democratic","lose",7,7,1,1,0,0,0,0,2,1
320,"Civic Coalition (KO)","Civic Coalition (KO)",4,3,"knowledgeable",3,6,7,5,6,2,4,4,6,2,"democratic","win",6,6,2,1,0,-1,0,0,4,1
321,"Law and Justice (PiS)","Civic Coalition (KO)",5,3,"knowledgeable",7,5,7,6,7,7,1,1,5,1,"undemocratic","lose",6,7,5,5,1,0,1,0,2,2
322,"Law and Justice (PiS)","Law and Justice (PiS)",5,5,"knowledgeable",7,6,5,6,3,5,4,6,6,3,"undemocratic","win",7,7,1,1,0,0,0,0,6,1
323,"Civic Coalition (KO)","Civic Coalition (KO)",4,4,"knowledgeable",4,4,6,5,6,4,5,4,7,5,"undemocratic","win",7,7,1,1,0,0,0,0,6,1
325,"Law and Justice (PiS)","Law and Justice (PiS)",4,3,"unknowledgeable",6,3,6,2,6,3,NA,4,4,2,"undemocratic","lose",6,6,3,4,0,1,0,0,5,3
326,"Civic Coalition (KO)","Civic Coalition (KO)",2,3,"knowledgeable",6,6,6,5,4,4,5,4,6,4,"undemocratic","win",7,7,1,1,0,0,0,0,5,1
327,"Law and Justice (PiS)","Law and Justice (PiS)",7,7,"knowledgeable",5,7,7,5,6,2,5,5,6,3,"democratic","lose",7,7,1,1,0,0,0,0,6,1
328,"Civic Coalition (KO)","Civic Coalition (KO)",6,5,"knowledgeable",4,4,6,3,6,4,3,2,7,5,"democratic","lose",7,7,1,1,0,0,0,0,6,1
329,"Civic Coalition (KO)","Civic Coalition (KO)",5,1,"knowledgeable",7,1,7,7,1,1,2,4,7,5,"undemocratic","lose",7,7,1,1,0,0,0,0,7,1
330,"Civic Coalition (KO)","Civic Coalition (KO)",4,4,"knowledgeable",7,6,7,5,5,4,3,4,6,5,"democratic","win",7,7,2,2,0,0,0,0,6,2
332,"Law and Justice (PiS)","Civic Coalition (KO)",4,4,"knowledgeable",5,5,6,5,5,5,1,4,6,4,"democratic","win",2,5,6,6,3,0,1,0,2,2
334,"Civic Coalition (KO)","Civic Coalition (KO)",4,4,"knowledgeable",5,5,6,3,3,2,1,2,7,5,"democratic","lose",2,4,1,3,2,2,0,0,3,2
335,"Civic Coalition (KO)","Civic Coalition (KO)",1,1,"knowledgeable",7,7,7,1,1,1,4,4,7,2,"undemocratic","win",7,7,1,1,0,0,0,0,4,1
336,"Civic Coalition (KO)","Civic Coalition (KO)",5,4,"knowledgeable",6,3,5,4,4,6,3,4,5,2,"undemocratic","lose",6,6,5,2,0,-3,0,0,5,3
337,"Civic Coalition (KO)","Civic Coalition (KO)",6,5,"knowledgeable",6,5,6,4,2,4,2,4,6,5,"undemocratic","win",6,6,1,1,0,0,0,0,7,1
338,"Civic Coalition (KO)","Civic Coalition (KO)",6,6,"knowledgeable",6,7,6,6,6,2,4,2,6,4,"democratic","win",7,7,1,1,0,0,0,0,6,1
339,"Civic Coalition (KO)","Civic Coalition (KO)",5,6,"knowledgeable",5,5,5,5,5,4,5,3,6,2,"democratic","lose",7,7,1,1,0,0,0,0,6,1
341,"Civic Coalition (KO)","Civic Coalition (KO)",4,3,"knowledgeable",7,7,7,5,5,5,4,4,7,3,"undemocratic","lose",6,6,2,2,0,0,0,0,3,3
343,"Law and Justice (PiS)","Law and Justice (PiS)",3,4,"unknowledgeable",6,5,6,6,6,6,2,6,6,5,"undemocratic","win",6,6,2,2,0,0,0,0,7,1
344,"Civic Coalition (KO)","Civic Coalition (KO)",4,4,"knowledgeable",4,4,7,5,6,5,4,3,6,2,"undemocratic","lose",4,6,1,1,2,0,0,0,4,1
345,"Civic Coalition (KO)","Abstain",1,2,"knowledgeable",7,7,7,7,7,7,4,3,7,2,"undemocratic","win",7,5,2,5,-2,3,0,1,5,3
346,"Law and Justice (PiS)","Law and Justice (PiS)",3,3,"knowledgeable",5,5,5,5,5,5,2,7,6,5,"democratic","win",7,7,1,1,0,0,0,0,6,1
347,"Civic Coalition (KO)","Civic Coalition (KO)",7,7,"knowledgeable",7,7,7,1,1,3,5,3,7,5,"democratic","lose",7,7,1,1,0,0,0,0,5,1
348,"Civic Coalition (KO)","Civic Coalition (KO)",5,5,"knowledgeable",7,7,7,1,7,1,6,3,7,5,"democratic","win",4,6,1,1,2,0,0,0,4,1
349,"Civic Coalition (KO)","Civic Coalition (KO)",4,4,"knowledgeable",5,3,6,5,5,3,4,4,6,5,"undemocratic","lose",4,4,1,1,0,0,0,0,4,1
350,"Civic Coalition (KO)","Civic Coalition (KO)",4,2,"knowledgeable",7,7,7,7,5,6,6,6,1,2,"undemocratic","lose",2,4,1,1,2,0,0,0,2,1
351,"Civic Coalition (KO)","Civic Coalition (KO)",7,7,"knowledgeable",7,7,7,6,4,6,5,4,7,5,"democratic","lose",7,7,1,1,0,0,0,0,6,1
352,"Civic Coalition (KO)","Civic Coalition (KO)",6,5,"unknowledgeable",7,7,7,6,5,6,2,5,7,5,"democratic","win",7,7,1,1,0,0,0,0,6,1
354,"Law and Justice (PiS)","Law and Justice (PiS)",4,5,"unknowledgeable",6,6,5,4,6,4,2,4,4,2,"undemocratic","win",6,6,4,5,0,1,0,0,6,3
355,"Civic Coalition (KO)","Civic Coalition (KO)",2,4,"knowledgeable",7,6,7,5,5,4,4,2,6,1,"undemocratic","lose",5,4,1,1,-1,0,0,0,4,1
356,"Civic Coalition (KO)","Abstain",4,4,"unknowledgeable",4,3,2,4,5,4,3,4,5,2,"undemocratic","lose",4,4,2,4,0,2,0,1,4,1
357,"Law and Justice (PiS)","Law and Justice (PiS)",1,1,"knowledgeable",4,4,4,4,5,5,1,6,3,5,"democratic","lose",7,7,1,1,0,0,0,0,7,1
358,"Civic Coalition (KO)","Civic Coalition (KO)",4,4,"unknowledgeable",4,5,4,3,4,5,2,4,5,3,"undemocratic","win",7,7,1,1,0,0,0,0,4,1
359,"Civic Coalition (KO)","Civic Coalition (KO)",7,7,"knowledgeable",7,1,7,7,2,2,2,3,7,5,"democratic","win",7,7,1,1,0,0,0,0,7,1
360,"Civic Coalition (KO)","Abstain",4,3,"unknowledgeable",6,6,6,4,5,3,3,4,6,1,"undemocratic","win",4,4,2,2,0,0,0,1,3,1
361,"Civic Coalition (KO)","Civic Coalition (KO)",6,6,"knowledgeable",6,5,6,6,6,3,3,5,6,2,"democratic","lose",6,7,5,5,1,0,0,0,4,2
362,"Civic Coalition (KO)","Civic Coalition (KO)",5,5,"knowledgeable",5,5,5,5,5,3,4,4,6,2,"democratic","win",6,6,1,2,0,1,0,0,4,1
363,"Civic Coalition (KO)","Civic Coalition (KO)",2,2,"knowledgeable",7,7,7,2,3,2,5,2,6,5,"undemocratic","lose",7,7,1,1,0,0,0,0,5,1
364,"Civic Coalition (KO)","Abstain",2,3,"knowledgeable",7,7,7,4,4,4,4,5,7,2,"democratic","win",4,4,3,4,0,1,0,1,3,1
